,"Códigos
da 
CNAE
2.0","Divisões, grupos 
e
classes de atividades","Número
 de
 empresas    ativas ",Gastos de pessoal Total 1 000 R$,"Gastos de pessoal Salários,
retiradas e
outras remu-
nerações 1 000 R$","Gastos de pessoal Contribui-
ções para
previdência
social 1 000 R$",Gastos de pessoal FGTS 1 000 R$,"Gastos de pessoal Contribui-
ções para
previdência
privada 1 000 R$","Gastos de pessoal Indeni-
zações
trabalhistas 1 000 R$","Gastos de pessoal Benefícios
concedidos
aos
empregados 1 000 R$"
32,42.2,"     Obras de infraestrutura para energia elétrica,  telecomunicações, água, esgoto e transporte por dutos",774,11569531,7474078,1671859,623725,20724,398500,1380645
33,42.21,         Obras para geração e distribuição de energia elétrica e para telecomunicações,498,9160581,5944311,1296414,488075,12610,306381,1112790
34,42.22,"         Construção de redes de abastecimento de água,  coleta de esgoto e construções correlatas",241,1399488,904582,217265,80284,7691,52209,137457
35,42.23,"         Construção de redes de transportes por dutos, exceto para água e esgoto",35,1009463,625185,158179,55367,424,39910,130398
36,42.9,     Construção de outras obras de infraestrutura,899,16720421,10740244,2530423,887536,88823,653255,1820141
37,42.91,"        Obras portuárias, marítimas e fluviais",32,4032913,2644339,551844,178658,45370,229070,383632
38,42.92,         Montagem de instalações industriais e de estruturas metálicas,266,7115654,4453186,1095574,363345,24975,246764,931810
39,42.99,        Obras de engenharia civil não especificadas anteriormente,601,5571854,3642719,883005,345533,18479,177420,504699
40,43,Serviços especializados para construção,4603,11895844,7922404,1746185,672347,46631,398703,1109575
41,43.1,      Demolição e preparação do terreno,627,2236657,1476925,356605,130286,8332,72846,191664
42,43.11,         Demolição e preparação de canteiros de obras,71,236499,161046,33624,14106,1178,5219,21325
43,43.12,         Perfurações e sondagens,71,318464,201308,52098,16207,1109,15828,31915
44,43.13,         Obras de terraplenagem,456,1600694,1060083,258836,95609,5676,48690,131800
45,43.19,           Serviços de preparação do terreno não especificados anteriormente,29,81000,54488,12048,4363,368,3109,6624
46,43.2,"        Instalações elétricas, hidráulicas e outras instalações em construções",1304,4060268,2684820,593626,227232,13630,126837,414123
47,43.21,         Instalações elétricas,695,2150640,1417601,331621,120100,7371,69705,204242
48,43.22,"         Instalações hidráulicas, de sistemas de ventilação  e refrigeração",429,1205170,816432,164213,66662,3066,26673,128125
49,43.29,          Obras de instalações em construções não especificadas anteriormente,179,704458,450788,97792,40471,3193,30459,81756
50,43.3,      Obras de acabamento,1013,1473684,1006031,185854,85969,5595,58781,131454
51,43.30,         Obras de acabamento,1013,1473684,1006031,185854,85969,5595,58781,131454
52,43.9,      Outros serviços especializados para construção,1659,4125235,2754628,610099,228860,19074,140239,372334
53,43.91,         Obras de fundações,279,1020715,675102,153982,55855,7486,33475,94814
54,43.99,        Serviços especializados para construção não especificados anteriormente,1380,3104520,2079526,456117,173005,11588,106764,277520
